"Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
1.832,-0.321208812724894
1.834,-0.315436115880183
1.836,-0.310439124106241
1.838,-0.306112653990414
1.84,-0.302369078835296
1.842,-0.299134943973551
1.844,-0.296348317371185
1.846,-0.293956699226876
1.848,-0.291915360254238
1.85,-0.29018601141669
1.852,-0.288735731927214
1.854,-0.28753609996104
1.856,-0.286562483582833
1.858,-0.285793459131808
1.86,-0.285210331638391
1.862,-0.284796737402694
1.864,-0.284538313108018
1.866,-0.284422419105187
1.868,-0.284437907028032
1.87,-0.284574923866592
1.872,-0.284824746164915
1.874,-0.285179639223959
1.876,-0.285632737151392
1.878,-0.286177940366082
1.88,-0.286809827777506
1.882,-0.287523581353514
1.884,-0.288314921188127
1.886,-0.289180049504241
1.888,-0.290115602289865
1.89,-0.291118607482406
1.892,-0.292186448792885
1.894,-0.293316834408695
1.896,-0.294507769935081
1.898,-0.29575753503675
1.9,-0.297064663325642
1.902,-0.298427925112275
1.904,-0.299846312697931
1.906,-0.301319027936226
1.908,-0.302845471835892
1.91,-0.304425236014241
1.912,-0.30605809584308
1.914,-0.307744005157072
1.916,-0.309483092419579
1.918,-0.311275658262972
1.92,-0.313122174340708
1.922,-0.31502328344641
1.924,-0.31697980087257
1.926,-0.318992716997279
1.928,-0.321063201102997
1.93,-0.323192606446565
1.932,-0.325382476614862
1.934,-0.327634553215966
1.936,-0.329950784971668
1.938,-0.332333338294341
1.94,-0.33478460944897
1.942,-0.337307238421035
1.944,-0.339904124632211
1.946,-0.342578444669849
1.948,-0.345333672222556
1.95,-0.348173600444051
1.952,-0.351102367001345
1.954,-0.354124482101269
1.956,-0.35724485983337
1.958,-0.360468853217135
1.96,-0.363802293399112
1.962,-0.367251533512204
1.964,-0.370823497785913
1.966,-0.374525736586275
1.968,-0.378366488167732
1.97,-0.382354748040987
1.972,-0.386500347002786
1.974,-0.390814039040706
1.976,-0.395307600521966
1.978,-0.399993942307502
1.98,-0.404887236705986
1.982,-0.410003061508293
1.984,-0.415358563729519
1.986,-0.420972646147361
1.988,-0.426866180278403
1.99,-0.433062250097025
1.992,-0.439586431600259
1.994,-0.446467114286916
1.996,-0.453735871788324
1.998,-0.461427890310345
2,-0.469582465280962
